year,vegetable,group,harvest_t,source_file,source_cell,source_symbol
2003,さといも,根菜類,209400,roots.xls,AS38,
2004,ばれいしょ,根菜類,2888000,roots.xls,AJ39,
2004,キャベツ,葉茎菜類,1279000,leaves.xls,R39,
2004,たまねぎ,葉茎菜類,1128000,leaves.xls,DG39,
2004,だいこん,根菜類,1620000,roots.xls,C39,
2004,はくさい,葉茎菜類,887600,leaves.xls,C39,
2004,トマト,果菜類,754900,fruits.xls,X39,
2004,レタス,葉茎菜類,509300,leaves.xls,BQ39,
2004,にんじん,根菜類,615700,roots.xls,R39,
2004,きゅうり,果菜類,673000,fruits.xls,C39,
2004,ねぎ,葉茎菜類,485500,leaves.xls,CO39,
2004,なす,果菜類,390200,fruits.xls,O39,
2004,ほうれんそう,葉茎菜類,288700,leaves.xls,AG39,
2004,ブロッコリー,葉茎菜類,93500,leaves.xls,BN39,
2004,ピーマン,果菜類,153400,fruits.xls,AV39,
2004,さといも,根菜類,184800,roots.xls,AS39,
2005,ばれいしょ,根菜類,2752000,roots.xls,AJ40,
2005,キャベツ,葉茎菜類,1364000,leaves.xls,R40,
2005,たまねぎ,葉茎菜類,1087000,leaves.xls,DG40,
2005,だいこん,根菜類,1627000,roots.xls,C40,
2005,はくさい,葉茎菜類,924300,leaves.xls,C40,
2005,トマト,果菜類,759200,fruits.xls,X40,
2005,レタス,葉茎菜類,551700,leaves.xls,BQ40,
2005,にんじん,根菜類,614900,roots.xls,R40,
2005,きゅうり,果菜類,674600,fruits.xls,C40,
2005,ねぎ,葉茎菜類,493500,leaves.xls,CO40,
2005,なす,果菜類,395700,fruits.xls,O40,
2005,ほうれんそう,葉茎菜類,298200,leaves.xls,AG40,
2005,ブロッコリー,葉茎菜類,105200,leaves.xls,BN40,
2005,ピーマン,果菜類,153800,fruits.xls,AV40,
2005,さといも,根菜類,184500,roots.xls,AS40,
2006,ばれいしょ,根菜類,2635000,roots.xls,AJ41,
2006,キャベツ,葉茎菜類,1372000,leaves.xls,R41,
2006,たまねぎ,葉茎菜類,1161000,leaves.xls,DG41,
2006,だいこん,根菜類,1650000,roots.xls,C41,
2006,はくさい,葉茎菜類,942300,leaves.xls,C41,
2006,トマト,果菜類,728300,fruits.xls,X41,
2006,レタス,葉茎菜類,545400,leaves.xls,BQ41,
2006,にんじん,根菜類,624100,roots.xls,R41,
2006,きゅうり,果菜類,628500,fruits.xls,C41,
2006,ねぎ,葉茎菜類,491900,leaves.xls,CO41,
2006,なす,果菜類,371900,fruits.xls,O41,
2006,ほうれんそう,葉茎菜類,298800,leaves.xls,AG41,
2006,ブロッコリー,葉茎菜類,122000,leaves.xls,BN41,
2006,ピーマン,果菜類,146800,fruits.xls,AV41,
2006,さといも,根菜類,174700,roots.xls,AS41,
2007,ばれいしょ,根菜類,2873000,roots.xls,AJ42,
2007,キャベツ,葉茎菜類,1359000,leaves.xls,R42,
2007,たまねぎ,葉茎菜類,1265000,leaves.xls,DG42,
2007,だいこん,根菜類,1626000,roots.xls,C42,
2007,はくさい,葉茎菜類,917500,leaves.xls,C42,
2007,トマト,果菜類,749200,fruits.xls,X42,
2007,レタス,葉茎菜類,543700,leaves.xls,BQ42,
2007,にんじん,根菜類,665900,roots.xls,R42,
2007,きゅうり,果菜類,641000,fruits.xls,C42,
2007,ねぎ,葉茎菜類,494800,leaves.xls,CO42,
2007,なす,果菜類,371800,fruits.xls,O42,
2007,ほうれんそう,葉茎菜類,298200,leaves.xls,AG42,
2007,ブロッコリー,葉茎菜類,125000,leaves.xls,BN42,
2007,ピーマン,果菜類,149600,fruits.xls,AV42,
2007,さといも,根菜類,173200,roots.xls,AS42,
2008,ばれいしょ,根菜類,2743000,roots.xls,AJ43,
2008,キャベツ,葉茎菜類,1389000,leaves.xls,R43,
2008,たまねぎ,葉茎菜類,1271000,leaves.xls,DG43,
2008,だいこん,根菜類,1603000,roots.xls,C43,
2008,はくさい,葉茎菜類,921400,leaves.xls,C43,
2008,トマト,果菜類,732800,fruits.xls,X43,
2008,レタス,葉茎菜類,544300,leaves.xls,BQ43,
2008,にんじん,根菜類,656800,roots.xls,R43,
2008,きゅうり,果菜類,627400,fruits.xls,C43,
2008,ねぎ,葉茎菜類,510200,leaves.xls,CO43,
2008,なす,果菜類,365900,fruits.xls,O43,
2008,ほうれんそう,葉茎菜類,292700,leaves.xls,AG43,
2008,ブロッコリー,葉茎菜類,136900,leaves.xls,BN43,
2008,ピーマン,果菜類,150300,fruits.xls,AV43,
2008,さといも,根菜類,179700,roots.xls,AS43,
2009,ばれいしょ,根菜類,2459000,roots.xls,AJ44,
2009,キャベツ,葉茎菜類,1385000,leaves.xls,R44,
2009,たまねぎ,葉茎菜類,1161000,leaves.xls,DG44,
2009,だいこん,根菜類,1593000,roots.xls,C44,
2009,はくさい,葉茎菜類,924100,leaves.xls,C44,
2009,トマト,果菜類,717600,fruits.xls,X44,
2009,レタス,葉茎菜類,549800,leaves.xls,BQ44,
2009,にんじん,根菜類,650100,roots.xls,R44,
2009,きゅうり,果菜類,620200,fruits.xls,C44,
2009,ねぎ,葉茎菜類,508400,leaves.xls,CO44,
2009,なす,果菜類,349100,fruits.xls,O44,
2009,ほうれんそう,葉茎菜類,286300,leaves.xls,AG44,
2009,ブロッコリー,葉茎菜類,141100,leaves.xls,BN44,
2009,ピーマン,果菜類,142700,fruits.xls,AV44,
2009,さといも,根菜類,182400,roots.xls,AS44,
2010,ばれいしょ,根菜類,2290000,roots.xls,AJ45,
2010,キャベツ,葉茎菜類,1360000,leaves.xls,R45,
2010,たまねぎ,葉茎菜類,1042000,leaves.xls,DG45,
2010,だいこん,根菜類,1496000,roots.xls,C45,
2010,はくさい,葉茎菜類,888700,leaves.xls,C45,
2010,トマト,果菜類,690900,fruits.xls,X45,
2010,レタス,葉茎菜類,537900,leaves.xls,BQ45,
2010,にんじん,根菜類,595700,roots.xls,R45,
2010,きゅうり,果菜類,587800,fruits.xls,C45,
2010,ねぎ,葉茎菜類,477500,leaves.xls,CO45,
2010,なす,果菜類,330100,fruits.xls,O45,
2010,ほうれんそう,葉茎菜類,269000,leaves.xls,AG45,
2010,ブロッコリー,葉茎菜類,129200,leaves.xls,BN45,
2010,ピーマン,果菜類,137300,fruits.xls,AV45,
2010,さといも,根菜類,167600,roots.xls,AS45,
2011,ばれいしょ,根菜類,2387000,roots.xls,AJ46,
2011,キャベツ,葉茎菜類,1375000,leaves.xls,R46,
2011,たまねぎ,葉茎菜類,1070000,leaves.xls,DG46,
2011,だいこん,根菜類,1493000,roots.xls,C46,
2011,はくさい,葉茎菜類,897400,leaves.xls,C46,
2011,トマト,果菜類,703100,fruits.xls,X46,
2011,レタス,葉茎菜類,542400,leaves.xls,BQ46,
2011,にんじん,根菜類,617300,roots.xls,R46,
2011,きゅうり,果菜類,584600,fruits.xls,C46,
2011,ねぎ,葉茎菜類,485100,leaves.xls,CO46,
2011,なす,果菜類,322400,fruits.xls,O46,
2011,ほうれんそう,葉茎菜類,263500,leaves.xls,AG46,
2011,ブロッコリー,葉茎菜類,130200,leaves.xls,BN46,
2011,ピーマン,果菜類,141800,fruits.xls,AV46,
2011,さといも,根菜類,171300,roots.xls,AS46,
2012,ばれいしょ,根菜類,2500000,roots.xls,AJ47,
2012,キャベツ,葉茎菜類,1443000,leaves.xls,R47,
2012,たまねぎ,葉茎菜類,1098000,leaves.xls,DG47,
2012,だいこん,根菜類,1469000,roots.xls,C47,
2012,はくさい,葉茎菜類,920700,leaves.xls,C47,
2012,トマト,果菜類,722400,fruits.xls,X47,
2012,レタス,葉茎菜類,566100,leaves.xls,BQ47,
2012,にんじん,根菜類,613200,roots.xls,R47,
2012,きゅうり,果菜類,586600,fruits.xls,C47,
2012,ねぎ,葉茎菜類,480900,leaves.xls,CO47,
2012,なす,果菜類,327400,fruits.xls,O47,
2012,ほうれんそう,葉茎菜類,263500,leaves.xls,AG47,
2012,ブロッコリー,葉茎菜類,137500,leaves.xls,BN47,
2012,ピーマン,果菜類,145000,fruits.xls,AV47,
2012,さといも,根菜類,172500,roots.xls,AS47,
2013,ばれいしょ,根菜類,2408000,roots.xls,AJ48,
2013,キャベツ,葉茎菜類,1440000,leaves.xls,R48,
2013,たまねぎ,葉茎菜類,1068000,leaves.xls,DG48,
2013,だいこん,根菜類,1457000,roots.xls,C48,
2013,はくさい,葉茎菜類,906300,leaves.xls,C48,
2013,トマト,果菜類,747500,fruits.xls,X48,
2013,レタス,葉茎菜類,579000,leaves.xls,BQ48,
2013,にんじん,根菜類,603900,roots.xls,R48,
2013,きゅうり,果菜類,574400,fruits.xls,C48,
2013,ねぎ,葉茎菜類,477500,leaves.xls,CO48,
2013,なす,果菜類,321200,fruits.xls,O48,
2013,ほうれんそう,葉茎菜類,250300,leaves.xls,AG48,
2013,ブロッコリー,葉茎菜類,137000,leaves.xls,BN48,
2013,ピーマン,果菜類,145300,fruits.xls,AV48,
2013,さといも,根菜類,162100,roots.xls,AS48,
2014,ばれいしょ,根菜類,2456000,roots.xls,AJ49,
2014,キャベツ,葉茎菜類,1480000,leaves.xls,R49,
2014,たまねぎ,葉茎菜類,1169000,leaves.xls,DG49,
2014,だいこん,根菜類,1452000,roots.xls,C49,
2014,はくさい,葉茎菜類,914400,leaves.xls,C49,
2014,トマト,果菜類,739900,fruits.xls,X49,
2014,レタス,葉茎菜類,577800,leaves.xls,BQ49,
2014,にんじん,根菜類,633200,roots.xls,R49,
2014,きゅうり,果菜類,548800,fruits.xls,C49,
2014,ねぎ,葉茎菜類,483900,leaves.xls,CO49,
2014,なす,果菜類,322700,fruits.xls,O49,
2014,ほうれんそう,葉茎菜類,257400,leaves.xls,AG49,
2014,ブロッコリー,葉茎菜類,145600,leaves.xls,BN49,
2014,ピーマン,果菜類,145300,fruits.xls,AV49,
2014,さといも,根菜類,165700,roots.xls,AS49,
2015,ばれいしょ,根菜類,2406000,roots.xls,AJ50,
2015,キャベツ,葉茎菜類,1469000,leaves.xls,R50,
2015,たまねぎ,葉茎菜類,1265000,leaves.xls,DG50,
2015,だいこん,根菜類,1434000,roots.xls,C50,
2015,はくさい,葉茎菜類,894600,leaves.xls,C50,
2015,トマト,果菜類,727000,fruits.xls,X50,
2015,レタス,葉茎菜類,568000,leaves.xls,BQ50,
2015,にんじん,根菜類,633100,roots.xls,R50,
2015,きゅうり,果菜類,549900,fruits.xls,C50,
2015,ねぎ,葉茎菜類,474500,leaves.xls,CO50,
2015,なす,果菜類,308900,fruits.xls,O50,
2015,ほうれんそう,葉茎菜類,250800,leaves.xls,AG50,
2015,ブロッコリー,葉茎菜類,150900,leaves.xls,BN50,
2015,ピーマン,果菜類,140400,fruits.xls,AV50,
2015,さといも,根菜類,153300,roots.xls,AS50,
2016,ばれいしょ,根菜類,2199000,roots.xls,AJ51,
2016,キャベツ,葉茎菜類,1446000,leaves.xls,R51,
2016,たまねぎ,葉茎菜類,1243000,leaves.xls,DG51,
2016,だいこん,根菜類,1362000,roots.xls,C51,
2016,はくさい,葉茎菜類,888700,leaves.xls,C51,
2016,トマト,果菜類,743200,fruits.xls,X51,
2016,レタス,葉茎菜類,585700,leaves.xls,BQ51,
2016,にんじん,根菜類,566800,roots.xls,R51,
2016,きゅうり,果菜類,550300,fruits.xls,C51,
2016,ねぎ,葉茎菜類,464800,leaves.xls,CO51,
2016,なす,果菜類,306000,fruits.xls,O51,
2016,ほうれんそう,葉茎菜類,247300,leaves.xls,AG51,
2016,ブロッコリー,葉茎菜類,142300,leaves.xls,BN51,
2016,ピーマン,果菜類,144800,fruits.xls,AV51,
2016,さといも,根菜類,154600,roots.xls,AS51,
2017,ばれいしょ,根菜類,2395000,roots.xls,AJ52,
2017,キャベツ,葉茎菜類,1428000,leaves.xls,R52,
2017,たまねぎ,葉茎菜類,1228000,leaves.xls,DG52,
2017,だいこん,根菜類,1325000,roots.xls,C52,
2017,はくさい,葉茎菜類,880900,leaves.xls,C52,
2017,トマト,果菜類,737200,fruits.xls,X52,
2017,レタス,葉茎菜類,583200,leaves.xls,BQ52,
2017,にんじん,根菜類,596500,roots.xls,R52,
2017,きゅうり,果菜類,559500,fruits.xls,C52,
2017,ねぎ,葉茎菜類,458800,leaves.xls,CO52,
2017,なす,果菜類,307800,fruits.xls,O52,
2017,ほうれんそう,葉茎菜類,228100,leaves.xls,AG52,
2017,ブロッコリー,葉茎菜類,144600,leaves.xls,BN52,
2017,ピーマン,果菜類,147000,fruits.xls,AV52,
2017,さといも,根菜類,148600,roots.xls,AS52,
2018,ばれいしょ,根菜類,2260000,roots.xls,AJ53,
2018,キャベツ,葉茎菜類,1467000,leaves.xls,R53,
2018,たまねぎ,葉茎菜類,1155000,leaves.xls,DG53,
2018,だいこん,根菜類,1328000,roots.xls,C53,
2018,はくさい,葉茎菜類,889900,leaves.xls,C53,
2018,トマト,果菜類,724200,fruits.xls,X53,
2018,レタス,葉茎菜類,585600,leaves.xls,BQ53,
2018,にんじん,根菜類,574700,roots.xls,R53,
2018,きゅうり,果菜類,550000,fruits.xls,C53,
2018,ねぎ,葉茎菜類,452900,leaves.xls,CO53,
2018,なす,果菜類,300400,fruits.xls,O53,
2018,ほうれんそう,葉茎菜類,228300,leaves.xls,AG53,
2018,ブロッコリー,葉茎菜類,153800,leaves.xls,BN53,
2018,ピーマン,果菜類,140300,fruits.xls,AV53,
2018,さといも,根菜類,144800,roots.xls,AS53,
2019,ばれいしょ,根菜類,2399000,roots.xls,AJ54,
2019,キャベツ,葉茎菜類,1472000,leaves.xls,R54,
2019,たまねぎ,葉茎菜類,1334000,leaves.xls,DG54,
2019,だいこん,根菜類,1300000,roots.xls,C54,
2019,はくさい,葉茎菜類,874800,leaves.xls,C54,
2019,トマト,果菜類,720600,fruits.xls,X54,
2019,レタス,葉茎菜類,578100,leaves.xls,BQ54,
2019,にんじん,根菜類,594900,roots.xls,R54,
2019,きゅうり,果菜類,548100,fruits.xls,C54,
2019,ねぎ,葉茎菜類,465300,leaves.xls,CO54,
2019,なす,果菜類,301700,fruits.xls,O54,
2019,ほうれんそう,葉茎菜類,217800,leaves.xls,AG54,
2019,ブロッコリー,葉茎菜類,169500,leaves.xls,BN54,
2019,ピーマン,果菜類,145700,fruits.xls,AV54,
2019,さといも,根菜類,140400,roots.xls,AS54,
2020,ばれいしょ,根菜類,2205000,roots.xls,AJ55,
2020,キャベツ,葉茎菜類,1434000,leaves.xls,R55,
2020,たまねぎ,葉茎菜類,1357000,leaves.xls,DG55,
2020,だいこん,根菜類,1254000,roots.xls,C55,
2020,はくさい,葉茎菜類,892300,leaves.xls,C55,
2020,トマト,果菜類,706000,fruits.xls,X55,
2020,レタス,葉茎菜類,563900,leaves.xls,BQ55,
2020,にんじん,根菜類,585900,roots.xls,R55,
2020,きゅうり,果菜類,539200,fruits.xls,C55,
2020,ねぎ,葉茎菜類,441100,leaves.xls,CO55,
2020,なす,果菜類,297000,fruits.xls,O55,
2020,ほうれんそう,葉茎菜類,213900,leaves.xls,AG55,
2020,ブロッコリー,葉茎菜類,174500,leaves.xls,BN55,
2020,ピーマン,果菜類,143100,fruits.xls,AV55,
2020,さといも,根菜類,139500,roots.xls,AS55,
2021,ばれいしょ,根菜類,2175000,roots.xls,AJ56,
2021,キャベツ,葉茎菜類,1485000,leaves.xls,R56,
2021,たまねぎ,葉茎菜類,1096000,leaves.xls,DG56,
2021,だいこん,根菜類,1251000,roots.xls,C56,
2021,はくさい,葉茎菜類,899900,leaves.xls,C56,
2021,トマト,果菜類,725200,fruits.xls,X56,
2021,レタス,葉茎菜類,546800,leaves.xls,BQ56,
2021,にんじん,根菜類,635500,roots.xls,R56,
2021,きゅうり,果菜類,551300,fruits.xls,C56,
2021,ねぎ,葉茎菜類,440400,leaves.xls,CO56,
2021,なす,果菜類,297700,fruits.xls,O56,
2021,ほうれんそう,葉茎菜類,210500,leaves.xls,AG56,
2021,ブロッコリー,葉茎菜類,171600,leaves.xls,BN56,
2021,ピーマン,果菜類,148500,fruits.xls,AV56,
2021,さといも,根菜類,142700,roots.xls,AS56,
2022,ばれいしょ,根菜類,2283000,roots.xls,AJ57,
2022,キャベツ,葉茎菜類,1458000,leaves.xls,R57,
2022,たまねぎ,葉茎菜類,1219000,leaves.xls,DG57,
2022,だいこん,根菜類,1181000,roots.xls,C57,
2022,はくさい,葉茎菜類,874600,leaves.xls,C57,
2022,トマト,果菜類,707900,fruits.xls,X57,
2022,レタス,葉茎菜類,552800,leaves.xls,BQ57,
2022,にんじん,根菜類,582100,roots.xls,R57,
2022,きゅうり,果菜類,548600,fruits.xls,C57,
2022,ねぎ,葉茎菜類,442500,leaves.xls,CO57,
2022,なす,果菜類,294600,fruits.xls,O57,
2022,ほうれんそう,葉茎菜類,209800,leaves.xls,AG57,
2022,ブロッコリー,葉茎菜類,172900,leaves.xls,BN57,
2022,ピーマン,果菜類,150000,fruits.xls,AV57,
2022,さといも,根菜類,138700,roots.xls,AS57,
2023,ばれいしょ,根菜類,2364000,roots.xls,AJ58,
2023,キャベツ,葉茎菜類,1434000,leaves.xls,R58,
2023,たまねぎ,葉茎菜類,1174000,leaves.xls,DG58,
2023,だいこん,根菜類,1141000,roots.xls,C58,
2023,はくさい,葉茎菜類,852100,leaves.xls,C58,
2023,トマト,果菜類,681400,fruits.xls,X58,
2023,レタス,葉茎菜類,546100,leaves.xls,BQ58,
2023,にんじん,根菜類,567000,roots.xls,R58,
2023,きゅうり,果菜類,530200,fruits.xls,C58,
2023,ねぎ,葉茎菜類,416300,leaves.xls,CO58,
2023,なす,果菜類,288800,fruits.xls,O58,
2023,ほうれんそう,葉茎菜類,206800,leaves.xls,AG58,
2023,ブロッコリー,葉茎菜類,171400,leaves.xls,BN58,
2023,ピーマン,果菜類,144000,fruits.xls,AV58,
2023,さといも,根菜類,126700,roots.xls,AS58,
2024,ばれいしょ,根菜類,2295000,roots.xls,AJ59,
2024,キャベツ,葉茎菜類,1294000,leaves.xls,R59,
2024,たまねぎ,葉茎菜類,1126000,leaves.xls,DG59,
2024,だいこん,根菜類,1082000,roots.xls,C59,
2024,はくさい,葉茎菜類,827000,leaves.xls,C59,
2024,トマト,果菜類,663600,fruits.xls,X59,
2024,レタス,葉茎菜類,534300,leaves.xls,BQ59,
2024,にんじん,根菜類,530900,roots.xls,R59,
2024,きゅうり,果菜類,502900,fruits.xls,C59,
2024,ねぎ,葉茎菜類,399200,leaves.xls,CO59,
2024,なす,果菜類,280200,fruits.xls,O59,
2024,ほうれんそう,葉茎菜類,189900,leaves.xls,AG59,
2024,ブロッコリー,葉茎菜類,160500,leaves.xls,BN59,
2024,ピーマン,果菜類,143000,fruits.xls,AV59,
2024,さといも,根菜類,118900,roots.xls,AS59,
